latitude,longitude,sst,sss,d18osw
-11.887397,94.437503,24.296283,34.050114,0.835215
-11.887397,95.562503,24.358563,34.034157,0.830440
-11.887397,96.687503,24.417122,34.019971,0.826381
-11.887397,97.812503,24.467452,34.005124,0.821989
-11.887397,98.937503,24.519797,33.990637,0.818114
-11.887397,100.062503,24.573347,33.975304,0.814414
-11.887397,101.187503,24.622751,33.960333,0.810962
-11.887397,102.312503,24.671129,33.945175,0.807463
-11.887397,103.437503,24.725766,33.928654,0.803849
-11.887397,104.562503,24.777688,33.912965,0.800591
-11.887397,105.687503,24.822509,33.899136,0.798011
-11.887397,106.812503,24.860129,33.887971,0.796018
-11.887397,107.937503,24.914646,33.877460,0.794602
-11.887397,109.062503,24.988790,33.865766,0.793466
-11.887397,110.187503,25.072143,33.853215,0.792764
-11.887397,111.312503,25.162479,33.836380,0.790936
-11.887397,112.437503,25.246950,33.812114,0.787456
-11.887397,113.562503,25.327172,33.778409,0.781311
-11.887397,114.687503,25.414601,33.731034,0.771707
-11.887397,115.812503,25.511242,33.660041,0.755953
-11.887397,116.937503,25.617609,33.554171,0.730738
-11.887397,118.062503,25.717146,33.429212,0.700178
-11.887397,119.187503,25.806134,33.296383,0.667570
-11.887397,120.312503,25.874613,33.163205,0.635092
-11.887397,121.437503,25.907247,33.011676,0.598362
-11.887397,122.562503,25.941579,32.843355,0.557722
-11.887397,123.687503,25.969599,32.709536,0.525612
-11.887397,124.812503,26.018651,32.588907,0.493764
-11.887397,143.937504,23.964272,34.184411,1.040743
-11.887397,145.062504,23.647155,34.286836,1.074206
-11.887397,146.187504,23.588717,34.303933,1.081321
-11.887397,147.312504,23.696520,34.234561,1.062990
-11.887397,148.437504,23.794931,34.195958,1.053160
-11.887397,149.562504,23.869702,34.208260,1.059007
-11.620265,91.062503,24.273224,34.077105,0.846202
-11.620265,92.187503,24.287353,34.066050,0.841743
-11.620265,93.312503,24.318614,34.053492,0.837312
-11.620265,94.437503,24.372924,34.039206,0.832660
-11.620265,95.562503,24.432191,34.023782,0.828116
-11.620265,96.687503,24.489142,34.009954,0.823992
-11.620265,97.812503,24.538421,33.994903,0.819721
-11.620265,98.937503,24.588775,33.979992,0.815711
-11.620265,100.062503,24.640804,33.963960,0.811941
-11.620265,101.187503,24.688329,33.947787,0.808195
-11.620265,102.312503,24.735356,33.931261,0.804616
-11.620265,103.437503,24.787641,33.913371,0.800709
-11.620265,104.562503,24.836484,33.895599,0.797080
-11.620265,105.687503,24.881269,33.878970,0.793912
-11.620265,106.812503,24.918249,33.864364,0.791204
-11.620265,107.937503,24.970163,33.850435,0.788816
-11.620265,109.062503,25.038478,33.835249,0.786718
-11.620265,110.187503,25.115202,33.819063,0.784873
-11.620265,111.312503,25.198325,33.798460,0.782107
-11.620265,112.437503,25.274233,33.770376,0.777552
-11.620265,113.562503,25.346239,33.733396,0.770647
-11.620265,114.687503,25.425469,33.683835,0.760363
-11.620265,115.812503,25.515824,33.610760,0.744045
-11.620265,116.937503,25.620984,33.500420,0.717379
-11.620265,118.062503,25.720102,33.370519,0.685543
-11.620265,119.187503,25.815465,33.235526,0.652060
-11.620265,120.312503,25.887091,33.103795,0.619358
-11.620265,121.437503,25.921082,32.959467,0.584069
-11.620265,122.562503,25.949302,32.795337,0.543412
-11.620265,123.687503,25.945998,32.687588,0.517655
-11.620265,124.812503,25.990624,32.596837,0.494396
-11.620265,143.937504,23.999673,34.141651,1.027245
-11.620265,145.062504,23.706635,34.236652,1.058296
-11.620265,146.187504,23.683287,34.237549,1.060840
-11.620265,147.312504,23.798799,34.168645,1.042573
-11.620265,148.437504,23.872674,34.158677,1.041468
-11.620265,149.562504,23.922258,34.192263,1.053483
-11.353133,91.062503,24.348631,34.068476,0.844471
-11.353133,92.187503,24.363570,34.056744,0.840009
-11.353133,93.312503,24.394395,34.043918,0.835413
-11.353133,94.437503,24.446663,34.030189,0.830882
-11.353133,95.562503,24.501308,34.015554,0.826468
-11.353133,96.687503,24.555074,34.002452,0.822467
-11.353133,97.812503,24.602695,33.987607,0.818317
-11.353133,98.937503,24.650349,33.972596,0.814388
-11.353133,100.062503,24.699899,33.956086,0.810498
-11.353133,101.187503,24.744593,33.938749,0.806612
-11.353133,102.312503,24.789011,33.920765,0.802724
-11.353133,103.437503,24.838361,33.901467,0.798611
-11.353133,104.562503,24.884423,33.881453,0.794581
-11.353133,105.687503,24.929039,33.861793,0.790869
-11.353133,106.812503,24.966583,33.843109,0.787139
-11.353133,107.937503,25.017200,33.825259,0.783830
-11.353133,109.062503,25.080177,33.806419,0.780614
-11.353133,110.187503,25.151205,33.787145,0.777898
-11.353133,111.312503,25.226225,33.763732,0.774440
-11.353133,112.437503,25.294732,33.733211,0.769016
-11.353133,113.562503,25.360058,33.694474,0.761513
-11.353133,114.687503,25.432332,33.644058,0.751256
-11.353133,115.812503,25.517688,33.570527,0.734809
-11.353133,116.937503,25.622610,33.457607,0.707331
-11.353133,118.062503,25.718817,33.324722,0.674282
-11.353133,119.187503,25.823509,33.189590,0.640421
-11.353133,120.312503,25.901618,33.060830,0.608277
-11.353133,121.437503,25.938405,32.925001,0.574564
-11.353133,122.562503,25.961331,32.766092,0.534389
-11.353133,123.687503,25.985816,32.652857,0.506516
-11.353133,124.812503,26.032819,32.593319,0.492068
-11.353133,125.937504,26.119831,32.590612,0.492199
-11.353133,143.937504,24.041266,34.089277,1.010645
-11.353133,145.062504,23.777073,34.177044,1.039797
-11.353133,146.187504,23.788577,34.152444,1.034797
-11.353133,147.312504,23.900149,34.102342,1.022332
-11.353133,148.437504,23.944186,34.127950,1.031470
-11.353133,149.562504,23.962575,34.182865,1.050199
-11.086001,91.062503,24.421275,34.062885,0.843751
-11.086001,92.187503,24.436362,34.050536,0.839047
-11.086001,93.312503,24.465460,34.037481,0.834474
-11.086001,94.437503,24.514015,34.024382,0.829931
-11.086001,95.562503,24.562738,34.010715,0.825859
-11.086001,96.687503,24.611663,33.998573,0.821968
-11.086001,97.812503,24.656731,33.984429,0.818179
-11.086001,98.937503,24.700825,33.969799,0.814362
-11.086001,100.062503,24.746738,33.953284,0.810532
-11.086001,101.187503,24.787650,33.935089,0.806390
-11.086001,102.312503,24.828134,33.915839,0.802331
-11.086001,103.437503,24.873691,33.895353,0.798013
-11.086001,104.562503,24.917304,33.873427,0.793830
-11.086001,105.687503,24.961480,33.850764,0.789354
-11.086001,106.812503,25.001008,33.827728,0.784694
-11.086001,107.937503,25.051938,33.805443,0.780112
-11.086001,109.062503,25.111814,33.782577,0.775914
-11.086001,110.187503,25.179130,33.760558,0.772500
-11.086001,111.312503,25.246778,33.736051,0.768642
-11.086001,112.437503,25.310068,33.704253,0.762736
-11.086001,113.562503,25.370621,33.665002,0.755131
